;d;renewable
h4353;66181;0.21569603
h4354;67789;0.268504172
h4355;69601;0.295341796
h4356;68584;0.306614167
h4357;67908;0.315868029
h4358;66785;0.315285221
h4359;65690;0.291916019
h4360;64023;0.258027833
h4361;63672;0.203371761
h4362;63155;0.146085943
h4363;62122;0.089311859
h4364;59724;0.04889906
h4365;57741;0.033802897
h4366;55558;0.032210835
h4367;51161;0.034072979
h4368;47799;0.035926952
h4369;45495;0.039209834
h4370;44452;0.037646557
h4371;44410;0.038939814
h4372;45397;0.040702054
h4373;48024;0.043785973
h4374;56221;0.058892916
h4375;62846;0.086008669
h4376;65940;0.137383642
h4377;67065;0.193192638
h4378;68838;0.227343139
h4379;70213;0.240943651
h4380;69497;0.247310453
h4381;68975;0.252924039
h4382;67452;0.256164286
h4383;66264;0.249356925
h4384;64768;0.233141477
h4385;64092;0.187749591
h4386;63567;0.141917146
h4387;62388;0.092531798
h4388;59919;0.048163149
h4389;57960;0.027073119
h4390;56041;0.027542102
h4391;51330;0.026931003
h4392;47581;0.025292354
h4393;45696;0.025178681
h4394;44760;0.026045441
h4395;44919;0.027594242
h4396;45890;0.03130284
h4397;48519;0.040567231
h4398;56344;0.06331614
h4399;62733;0.102419825
h4400;66085;0.158233514
h4401;67014;0.234352132
h4402;68507;0.30750103
h4403;70091;0.349403925
h4404;69603;0.377552325
h4405;68987;0.386106256
h4406;67954;0.3778223
h4407;66723;0.350242267
h4408;65115;0.304346591
h4409;64485;0.233641673
h4410;63608;0.154013385
h4411;62594;0.079983517
h4412;60284;0.033775239
h4413;58246;0.014877019
h4414;56488;0.016297938
h4415;51756;0.02115748
h4416;47982;0.026107584
h4417;45939;0.032698399
h4418;44831;0.036164259
h4419;44952;0.040453971
h4420;45812;0.046476613
h4421;48403;0.058976435
h4422;56227;0.079118194
h4423;62694;0.110310933
h4424;66496;0.160210792
h4425;67851;0.225550773
h4426;69671;0.288987372
h4427;70905;0.339284953
h4428;70031;0.363560177
h4429;68861;0.360364199
h4430;66871;0.328134544
h4431;65063;0.270365478
h4432;64164;0.207823753
h4433;63097;0.149174017
h4434;60053;0.098009971
h4435;57425;0.065936563
h4436;56293;0.053294698
h4437;55077;0.038905697
h4438;53885;0.053181063
h4439;50497;0.062314456
h4440;47370;0.062327775
h4441;44664;0.063719781
h4442;43446;0.060467032
h4443;42839;0.054970029
h4444;42636;0.05644726
h4445;42373;0.05785347
h4446;44336;0.069287804
h4447;48206;0.087327065
h4448;52147;0.112567825
h4449;55619;0.156444419
h4450;57614;0.20675549
h4451;58697;0.255333655
h4452;57745;0.282548791
h4453;55735;0.290701969
h4454;54020;0.294011534
h4455;53117;0.275602966
h4456;52727;0.250589472
h4457;53442;0.203744212
h4458;53426;0.163006733
h4459;51972;0.100877816
h4460;49923;0.069074742
h4461;48462;0.053847902
h4462;47640;0.047242976
h4463;44652;0.050566745
h4464;42205;0.053975739
h4465;39762;0.054643334
h4466;38310;0.050722991
h4467;37703;0.046887873
h4468;37450;0.044629414
h4469;36636;0.046135053
h4470;37514;0.061049402
h4471;40264;0.095636488
h4472;44212;0.157793813
h4473;47342;0.231428084
h4474;49819;0.301241442
h4475;52009;0.349961649
h4476;51522;0.37246101
h4477;49864;0.364861794
h4478;48578;0.348882134
h4479;47873;0.304408966
h4480;47405;0.25665464
h4481;48488;0.203076617
h4482;49753;0.14509531
h4483;49853;0.09211386
h4484;49559;0.058279594
h4485;49534;0.06670265
h4486;49849;0.089258828
h4487;46620;0.101204511
h4488;43905;0.11096437
h4489;42457;0.105852114
h4490;41681;0.110495747
h4491;41720;0.098169528
h4492;42953;0.085545094
h4493;46158;0.074326531
h4494;54956;0.07608742
h4495;61924;0.093639501
h4496;65885;0.123475198
h4497;67370;0.159189991
h4498;69158;0.191482412
h4499;70413;0.222880189
h4500;69946;0.24741902
h4501;69550;0.257316917
h4502;68124;0.245658132
h4503;67001;0.228503671
h4504;65584;0.198156747
h4505;64813;0.151635212
h4506;63875;0.107911217
h4507;62933;0.068901859
h4508;60381;0.041522884
h4509;58407;0.034592937
h4510;56263;0.042602139
h4511;51524;0.052315426
h4512;48298;0.060045435
h4513;46446;0.064134602
h4514;45478;0.061706659
h4515;45667;0.058157035
h4516;46573;0.056680392
h4517;49306;0.04990771
h4518;57252;0.051540537
h4519;63912;0.067329263
h4520;67748;0.089805481
h4521;69218;0.109612381
h4522;70650;0.121524918
h4523;72099;0.139769984
h4524;71234;0.159363907
h4525;70603;0.172895073
h4526;69379;0.168408349
h4527;68577;0.156822377
h4528;67359;0.140948459
h4529;66699;0.119650717
h4530;66095;0.10310947
h4531;64789;0.093653273
h4532;61693;0.088286242
h4533;58398;0.083714326
h4534;54722;0.081726537
h4535;51824;0.077992333
h4536;49584;0.080182853
h4537;46892;0.087891651
h4538;45689;0.089666236
h4539;45349;0.088388535
h4540;46313;0.090660004
h4541;49100;0.094407927
h4542;56509;0.092519769
h4543;63150;0.105239995
h4544;67395;0.122943256
h4545;68638;0.139539176
h4546;70459;0.168060308
h4547;71812;0.188418348
h4548;70719;0.215193288
h4549;69952;0.225599455
h4550;68845;0.232243501
h4551;67516;0.214909354
h4552;65902;0.192237255
h4553;65735;0.165050611
h4554;65141;0.128792288
h4555;64029;0.094081404
h4556;61474;0.070074817
h4557;59222;0.057155837
h4558;56327;0.05663056
h4559;52405;0.064140604
h4560;49094;0.060855123
h4561;45998;0.057817335
h4562;44586;0.05675269
h4563;44717;0.049527298
h4564;45728;0.047724498
h4565;48558;0.046617267
h4566;55857;0.052465718
h4567;62280;0.064787213
h4568;65863;0.090338699
h4569;67363;0.1224484
h4570;69320;0.156105386
h4571;70832;0.188243477
h4572;70162;0.212375437
h4573;69434;0.224015558
h4574;68277;0.231425489
h4575;67127;0.232248815
h4576;65736;0.207463873
h4577;65276;0.180180564
h4578;64173;0.138432274
h4579;63170;0.096314908
h4580;61025;0.067555291
h4581;58949;0.062728899
h4582;56228;0.064588479
h4583;51648;0.062799875
h4584;48408;0.059296896
h4585;46042;0.057891824
h4586;44911;0.055053293
h4587;45040;0.050071673
h4588;45910;0.048993031
h4589;48468;0.04909238
h4590;56187;0.058374374
h4591;62488;0.079776892
h4592;66158;0.121290396
h4593;67532;0.177606835
h4594;69087;0.234051008
h4595;70105;0.277480521
h4596;69322;0.292695043
h4597;67965;0.304262053
h4598;65958;0.309499141
h4599;64921;0.308803701
h4600;63765;0.284988433
h4601;63219;0.235569622
h4602;62113;0.185185711
h4603;60844;0.142749684
h4604;58040;0.098709888
h4605;55924;0.08132389
h4606;54058;0.072453484
h4607;50036;0.066066791
h4608;46738;0.066434857
h4609;44320;0.056244678
h4610;42835;0.048438831
h4611;42432;0.046664774
h4612;42350;0.044564292
h4613;42135;0.043641783
h4614;44200;0.045728073
h4615;47911;0.06193585
h4616;52156;0.094720409
h4617;55322;0.131138234
h4618;57256;0.169599773
h4619;58076;0.209083168
h4620;56983;0.240505251
h4621;55154;0.255691172
h4622;53347;0.252739143
h4623;52196;0.241115527
h4624;51461;0.21129719
h4625;51619;0.163057054
h4626;51535;0.109395402
h4627;50686;0.061070111
h4628;48750;0.03093954
h4629;47748;0.015696849
h4630;47057;0.01419245
h4631;44406;0.016207777
h4632;41566;0.016676128
h4633;39421;0.017967641
h4634;37967;0.017797332
h4635;37324;0.017172864
h4636;37050;0.018790803
h4637;36681;0.021913142
h4638;37391;0.033919955
h4639;39797;0.056329833
h4640;43244;0.086602328
h4641;46652;0.126468919
h4642;49362;0.165597502
h4643;51957;0.199929038
h4644;51660;0.220933863
h4645;50209;0.236588135
h4646;48744;0.235523701
h4647;47537;0.217925064
h4648;47482;0.193599205
h4649;48410;0.155464093
h4650;49496;0.113596367
h4651;49055;0.07334658
h4652;47240;0.047956287
h4653;45561;0.043201817
h4654;45586;0.050610275
h4655;44227;0.058827704
h4656;43892;0.06023669
h4657;41533;0.064082189
h4658;39965;0.067658077
h4659;39515;0.061868544
h4660;40871;0.061698263
h4661;44402;0.069843342
h4662;52550;0.08621864
h4663;59454;0.100295153
h4664;63738;0.143248382
h4665;65672;0.190799183
h4666;68087;0.242649563
h4667;69788;0.289192871
h4668;69147;0.313401067
h4669;68517;0.330443297
h4670;67661;0.327335679
h4671;66586;0.311059712
h4672;64969;0.278408446
h4673;64183;0.224784311
h4674;63460;0.166023385
h4675;62275;0.110611307
h4676;59510;0.066040413
h4677;57506;0.048884663
h4678;55337;0.047664321
h4679;50676;0.049239414
h4680;47307;0.046750447
h4681;45586;0.041417265
h4682;44455;0.039601713
h4683;44921;0.040254177
h4684;45776;0.039204562
h4685;48348;0.040764801
h4686;55823;0.055345948
h4687;62183;0.08148705
h4688;65956;0.143286715
h4689;67204;0.214646393
h4690;69023;0.273283027
h4691;70772;0.298870954
h4692;70023;0.310799694
h4693;68995;0.310898982
h4694;68005;0.29779297
h4695;66742;0.277084338
h4696;65181;0.246333437
h4697;64554;0.194022865
h4698;63695;0.136208902
h4699;62553;0.078139627
h4700;60025;0.038892514
h4701;58333;0.024609231
h4702;56150;0.02307736
h4703;51374;0.020907208
h4704;47987;0.016933048
h4705;46056;0.014593054
h4706;44973;0.01249415
h4707;45043;0.011572334
h4708;45981;0.01225306
h4709;48648;0.014593054
h4710;56140;0.028391928
h4711;62723;0.060513664
h4712;66474;0.112957894
h4713;67704;0.174464283
h4714;69564;0.228000511
h4715;71080;0.259044432
h4716;70694;0.271056401
h4717;69917;0.271481854
h4718;68606;0.264348418
h4719;67514;0.244976104
h4720;65847;0.214017273
h4721;65158;0.168096663
h4722;64182;0.110149901
h4723;63071;0.054926042
h4724;60573;0.018790861
h4725;58688;0.006211621
h4726;56822;0.008111979
h4727;52078;0.012621786
h4728;48500;0.014915639
h4729;46458;0.01378137
h4730;45527;0.013398554
h4731;45642;0.011725507
h4732;46521;0.01152701
h4733;48991;0.011555367
h4734;56309;0.025662839
h4735;62825;0.062087055
h4736;66018;0.124159932
h4737;67776;0.18933787
h4738;69673;0.246164753
h4739;71108;0.281709911
h4740;70415;0.300241032
h4741;69864;0.302750603
h4742;68695;0.293718985
h4743;67457;0.272125337
h4744;65966;0.235899617
h4745;65222;0.177924288
h4746;64300;0.115667092
h4747;63112;0.060172976
h4748;60750;0.027109032
h4749;58829;0.021863037
h4750;56960;0.028526868
h4751;52256;0.032269956
h4752;48795;0.032088442
h4753;46759;0.028162426
h4754;45623;0.027694706
h4755;45559;0.025370279
h4756;46487;0.023938771
h4757;48999;0.022663171
h4758;56268;0.038154631
h4759;62716;0.075246262
h4760;66576;0.134887676
h4761;68166;0.205640989
h4762;69983;0.26360995
h4763;71154;0.305095316
h4764;70236;0.32832542
h4765;68813;0.335298703
h4766;67403;0.323265538
h4767;65832;0.291885763
h4768;64437;0.246743675
h4769;63781;0.186960527
h4770;62485;0.119424562
h4771;60993;0.063369003
h4772;58259;0.03628375
h4773;56265;0.039883779
h4774;54871;0.05652328
h4775;51144;0.067252498
h4776;47837;0.066695957
h4777;45499;0.062784337
h4778;44005;0.06017659
h4779;43452;0.060148245
h4780;43346;0.058816026
h4781;43162;0.058319988
h4782;45311;0.06794314
h4783;49254;0.09526779
h4784;53573;0.150781615
h4785;56724;0.218101164
h4786;58482;0.285009708
h4787;59298;0.332983744
h4788;58331;0.362009099
h4789;56593;0.373984892
h4790;54741;0.36263269
h4791;53824;0.331495628
h4792;53201;0.282770447
h4793;53217;0.21752009
h4794;52755;0.146926685
h4795;51910;0.092376593
h4796;49999;0.070480024
h4797;49097;0.086849303
h4798;48503;0.105018495
h4799;45363;0.111367791
h4800;42712;0.107383787
h4801;40734;0.099801587
h4802;39349;0.089767574
h4803;38899;0.084410431
h4804;38518;0.080328798
h4805;37981;0.078628118
h4806;38792;0.094486961
h4807;41244;0.110586735
h4808;44757;0.148426871
h4809;47781;0.194756236
h4810;50241;0.232468821
h4811;52416;0.260232426
h4812;51831;0.278599773
h4813;50687;0.273497732
h4814;49093;0.24829932
h4815;48331;0.204280045
h4816;48570;0.168310658
h4817;49492;0.131816893
h4818;50545;0.101473923
h4819;50591;0.079237528
h4820;50010;0.063888889
h4821;50237;0.067772109
h4822;50138;0.077012472
h4823;46903;0.079095805
h4824;44322;0.073982772
h4825;43116;0.066899014
h4826;42299;0.066984019
h4827;42487;0.062365409
h4828;43436;0.056415052
h4829;47125;0.05266066
h4830;55237;0.060651139
h4831;62233;0.077921342
h4832;66338;0.103380369
h4833;67995;0.124149949
h4834;70031;0.155871019
h4835;71209;0.18011164
h4836;70092;0.197027655
h4837;69540;0.2072141
h4838;68717;0.201490423
h4839;67520;0.184149382
h4840;66018;0.164796554
h4841;65517;0.146662133
h4842;64976;0.123611583
h4843;63820;0.101297745
h4844;61406;0.086138502
h4845;59577;0.084735917
h4846;56532;0.088306132
h4847;51763;0.086535192
h4848;48629;0.078963393
h4849;46853;0.07499823
h4850;45646;0.071415422
h4851;45717;0.066572258
h4852;46655;0.068597324
h4853;49546;0.072845713
h4854;56797;0.074276004
h4855;63170;0.087247752
h4856;66761;0.116080153
h4857;68280;0.154627204
h4858;70226;0.20491397
h4859;71399;0.25709835
h4860;70304;0.290731431
h4861;69580;0.308461375
h4862;68628;0.309466827
h4863;67635;0.297528854
h4864;65851;0.270240034
h4865;65204;0.237612405
h4866;64112;0.196558805
h4867;62946;0.141258939
h4868;60474;0.098336048
h4869;58871;0.100785952
h4870;56359;0.108305601
h4871;51815;0.104241309
h4872;48535;0.095476035
h4873;46367;0.089714917
h4874;45255;0.081052006
h4875;45158;0.073507346
h4876;46122;0.07076126
h4877;48819;0.069855335
h4878;55901;0.073379951
h4879;62231;0.096834923
h4880;65881;0.151374459
h4881;67265;0.220168162
h4882;68972;0.2939303
h4883;70618;0.355844634
h4884;70102;0.384876709
h4885;69424;0.389151544
h4886;68181;0.380035671
h4887;66918;0.360699827
h4888;65181;0.333706084
h4889;64406;0.287404807
h4890;63541;0.23246893
h4891;62605;0.177023469
h4892;60136;0.127027716
h4893;58664;0.106899187
h4894;56439;0.104407893
h4895;51866;0.101633497
h4896;48581;0.094746969
h4897;46631;0.081999915
h4898;45419;0.074699716
h4899;45489;0.07223802
h4900;46327;0.067668322
h4901;48939;0.062561012
h4902;55673;0.071728704
h4903;62006;0.0930351
h4904;65463;0.1425944
h4905;66875;0.207008757
h4906;68850;0.268904829
h4907;70165;0.312239152
h4908;69813;0.339784672
h4909;69238;0.330319879
h4910;68021;0.309876491
h4911;66886;0.281510406
h4912;65309;0.242972143
h4913;64583;0.208522558
h4914;63642;0.143315932
h4915;62582;0.091125164
h4916;60340;0.06895576
h4917;58596;0.059137275
h4918;55753;0.053732864
h4919;51172;0.046687322
h4920;48068;0.047757058
h4921;46303;0.043303691
h4922;45088;0.043586445
h4923;45308;0.044166089
h4924;46171;0.040348918
h4925;49129;0.03827068
h4926;55875;0.045367792
h4927;62088;0.069359422
h4928;65693;0.107432175
h4929;67071;0.152276872
h4930;68738;0.194364724
h4931;70096;0.227715493
h4932;69363;0.24936027
h4933;67716;0.251212305
h4934;65872;0.243761752
h4935;64466;0.225623118
h4936;63200;0.198719127
h4937;62822;0.156094044
h4938;61655;0.105566002
h4939;60011;0.062347136
h4940;57259;0.033294219
h4941;55587;0.020739966
h4942;53500;0.0224789
h4943;49559;0.024656101
h4944;46434;0.025500756
h4945;44201;0.023606576
h4946;42845;0.02232023
h4947;42440;0.018856989
h4948;42492;0.016072262
h4949;42630;0.015040357
h4950;44510;0.024892922
h4951;48090;0.051623482
h4952;52343;0.087768401
h4953;55696;0.132027197
h4954;57536;0.179763369
h4955;58376;0.224686541
h4956;57446;0.249565328
h4957;55616;0.251360559
h4958;53845;0.230694203
h4959;52726;0.200981016
h4960;51826;0.169854261
h4961;52185;0.128634635
h4962;52002;0.083937633
h4963;51251;0.045036258
h4964;49192;0.018998346
h4965;48343;0.014291167
h4966;47402;0.016213618
h4967;44584;0.015280664
h4968;41665;0.015915869
h4969;39803;0.016792231
h4970;38531;0.014968833
h4971;37999;0.012947545
h4972;37953;0.012580039
h4973;37699;0.012311476
h4974;38094;0.021117503
h4975;40419;0.047168078
h4976;43915;0.082434591
h4977;46852;0.127425898
h4978;49234;0.177237197
h4979;51542;0.220744343
h4980;51328;0.24416583
h4981;49868;0.251275672
h4982;48607;0.245777206
h4983;47718;0.228645738
h4984;47527;0.186749968
h4985;48298;0.144147455
h4986;49062;0.09492982
h4987;49238;0.058009527
h4988;48671;0.028467638
h4989;49041;0.013286782
h4990;48893;0.013187838
h4991;45669;0.014615461
h4992;43223;0.012458331
h4993;41504;0.011935703
h4994;40818;0.012006328
h4995;40997;0.012486581
h4996;42441;0.013771965
h4997;46073;0.012952709
h4998;53809;0.023221651
h4999;60633;0.04996045
h5000;64906;0.088182948
h5001;66570;0.138595401
h5002;68412;0.193626759
h5003;69938;0.237937172
h5004;69575;0.266427482
h5005;68895;0.272783773
h5006;67826;0.257246172
h5007;66722;0.231905757
h5008;64884;0.196593028
h5009;64305;0.155715012
h5010;63508;0.107972202
h5011;62303;0.063421662
h5012;59811;0.040101136
h5013;58296;0.042742528
h5014;55213;0.044268038
h5015;50741;0.048180688
h5016;47523;0.045282061
h5017;45612;0.040288338
h5018;44625;0.039329092
h5019;44735;0.033982705
h5020;45641;0.032459197
h5021;48759;0.029722524
h5022;55760;0.038623764
h5023;62129;0.051333775
h5024;65977;0.075385462
h5025;67667;0.111187913
h5026;69400;0.14373175
h5027;71143;0.167670584
h5028;70396;0.183540465
h5029;69340;0.190988729
h5030;68226;0.19086177
h5031;67251;0.193090606
h5032;65792;0.175429192
h5033;64954;0.140388495
h5034;64084;0.095529631
h5035;62845;0.070039075
h5036;60141;0.048371398
h5037;58768;0.035689599
h5038;55174;0.03429305
h5039;50739;0.034236623
h5040;47637;0.031630684
h5041;45889;0.028138071
h5042;44930;0.029630881
h5043;44959;0.032067261
h5044;46072;0.028814061
h5045;49127;0.029433718
h5046;56184;0.033602321
h5047;62589;0.047051699
h5048;66318;0.065937161
h5049;68043;0.093089414
h5050;69724;0.118396778
h5051;71113;0.14753475
h5052;69731;0.169279085
h5053;68623;0.18907995
h5054;67602;0.19783965
h5055;66379;0.197403073
h5056;64818;0.178573943
h5057;64238;0.144295633
h5058;63318;0.110918642
h5059;61990;0.078992212
h5060;59433;0.052713113
h5061;57904;0.046924951
h5062;55082;0.050178151
h5063;50430;0.052192037
h5064;47469;0.054846276
h5065;45449;0.050169244
h5066;44330;0.043371396
h5067;44436;0.042767455
h5068;45405;0.045365806
h5069;48216;0.044972542
h5070;54739;0.049298445
h5071;60671;0.064832371
h5072;64382;0.106377899
h5073;65862;0.169159679
h5074;67622;0.220087361
h5075;68884;0.252686133
h5076;68201;0.270832456
h5077;67314;0.272854956
h5078;65988;0.267925111
h5079;64834;0.249188893
h5080;63351;0.21254512
h5081;62726;0.160971362
h5082;61815;0.103737412
h5083;60507;0.04980407
h5084;58275;0.015224933
h5085;57414;0.00647481
h5086;54908;0.007893369
h5087;50192;0.010393404
h5088;47006;0.016374335
h5089;44780;0.020488983
h5090;43704;0.021879257
h5091;43655;0.022117991
h5092;44838;0.023929559
h5093;47556;0.02273589
h5094;53608;0.034110857
h5095;59356;0.072954261
h5096;63171;0.125826792
h5097;64964;0.194427671
h5098;67086;0.256259742
h5099;68246;0.287856872
h5100;67257;0.293024758
h5101;65269;0.283334972
h5102;63557;0.265837184
h5103;62331;0.242300833
h5104;61335;0.208484883
h5105;60715;0.162100296
h5106;59621;0.108539651
h5107;58009;0.059458776
h5108;55204;0.032158856
h5109;54175;0.03638585
h5110;51885;0.046033507
h5111;48218;0.053209566
h5112;45109;0.058756618
h5113;42894;0.053307868
h5114;41397;0.048406803
h5115;40769;0.045401564
h5116;40658;0.045977334
h5117;40955;0.047676558
h5118;42746;0.060652446
h5119;46237;0.08810684
h5120;50512;0.128972461
h5121;53826;0.185763036
h5122;55861;0.243536632
h5123;56827;0.277731747
h5124;55829;0.289584182
h5125;54131;0.282969849
h5126;52693;0.264643514
h5127;51499;0.233622155
h5128;51173;0.194848966
h5129;51731;0.149391229
h5130;51526;0.104537348
h5131;50464;0.066269713
h5132;48224;0.042283981
h5133;47615;0.034911317
h5134;46097;0.03266441
h5135;43061;0.038028901
h5136;40462;0.042312067
h5137;38642;0.039320872
h5138;37525;0.039068095
h5139;36911;0.027215661
h5140;36629;0.021331573
h5141;36678;0.018944235
h5142;37145;0.026752236
h5143;39326;0.052619753
h5144;42433;0.085958236
h5145;45323;0.128368605
h5146;47716;0.167254139
h5147;49924;0.197180132
h5148;49401;0.226586527
h5149;47864;0.249715626
h5150;46825;0.244463481
h5151;46056;0.220140713
h5152;45608;0.187392043
h5153;46581;0.142046651
h5154;47555;0.090269488
h5155;47484;0.052142285
h5156;46944;0.029265964
h5157;47620;0.020446854
h5158;46646;0.024280639
h5159;43522;0.03208864
h5160;40942;0.032268483
h5161;39452;0.023815207
h5162;38632;0.01583936
h5163;38753;0.012834375
h5164;40044;0.011402092
h5165;43513;0.011079127
h5166;50749;0.016092115
h5167;57309;0.037829109
h5168;61526;0.076865829
h5169;63729;0.128919469
h5170;65689;0.179147651
h5171;67446;0.208930703
h5172;66648;0.226286597
h5173;65668;0.234192235
h5174;64578;0.224854314
h5175;63613;0.210447237
h5176;62147;0.183177701
h5177;61571;0.137077863
h5178;60757;0.084027241
h5179;59432;0.038629502
h5180;56672;0.013704978
h5181;55814;0.011640806
h5182;52492;0.016106157
h5183;47803;0.013873482
h5184;44853;0.012567401
h5185;43092;0.011598517
h5186;42028;0.011570434
h5187;42058;0.013620535
h5188;43063;0.013760953
h5189;46140;0.011177264
h5190;52716;0.0163306
h5191;58817;0.036929903
h5192;62487;0.072399461
h5193;64075;0.12036621
h5194;65987;0.170916648
h5195;67472;0.206540665
h5196;66781;0.230411705
h5197;65818;0.236842844
h5198;64502;0.230088744
h5199;63434;0.217844305
h5200;62052;0.19370647
h5201;61296;0.150640306
h5202;60323;0.102322512
h5203;58965;0.052179286
h5204;56505;0.019419793
h5205;55736;0.012623568
h5206;52673;0.013255448
h5207;47974;0.01366266
h5208;44716;0.015894189
h5209;42949;0.017157861
h5210;41874;0.01960096
h5211;41916;0.020078348
h5212;42923;0.019755409
h5213;46083;0.020317041
h5214;52171;0.028895972
h5215;58099;0.06175145
h5216;61792;0.11336544
h5217;63551;0.178065458
h5218;65339;0.2354783
h5219;66876;0.27466618
h5220;66208;0.293157917
h5221;65356;0.29129049
h5222;64236;0.276645933
h5223;63001;0.244366128
h5224;61423;0.198199969
h5225;60932;0.141475127
h5226;60287;0.085410202
h5227;59237;0.039272125
h5228;56971;0.018505778
h5229;56078;0.020303001
h5230;52616;0.02554022
h5231;48230;0.028727482
h5232;44903;0.031473734
h5233;43133;0.030013757
h5234;42100;0.029901452
h5235;42106;0.026855153
h5236;43085;0.02209619
h5237;46344;0.019162198
h5238;53027;0.02265772
h5239;58788;0.040135329
h5240;62334;0.070949266
h5241;64047;0.112544571
h5242;65864;0.159614791
h5243;67475;0.190835837
h5244;66542;0.209520734
h5245;65783;0.213872589
h5246;64722;0.208341522
h5247;63459;0.195959794
h5248;61987;0.166816408
h5249;61505;0.127425106
h5250;60788;0.084018867
h5251;59361;0.041356656
h5252;56886;0.011455204
h5253;56332;0.004520313
h5254;53097;0.003397254
h5255;48570;0.002246118
h5256;45260;0.003088023
h5257;43459;0.003551226
h5258;42368;0.006176045
h5259;42441;0.00727089
h5260;43269;0.00937636
h5261;46327;0.009025448
h5262;52324;0.018598318
h5263;58310;0.054854512
h5264;62359;0.115295538
h5265;64219;0.18349873
h5266;65937;0.243855537
h5267;67154;0.284350743
h5268;66265;0.301671743
h5269;64771;0.300983956
h5270;62941;0.282441784
h5271;61781;0.244276631
h5272;60579;0.19517707
h5273;60426;0.139550552
h5274;59693;0.089075418
h5275;58135;0.051022557
h5276;55491;0.0395688
h5277;54653;0.055205424
h5278;51629;0.07234395
h5279;47902;0.090675575
h5280;44753;0.106784942
h5281;42845;0.117775033
h5282;41408;0.127965079
h5283;41001;0.130224855
h5284;41085;0.138814811
h5285;41834;0.154647278
h5286;43534;0.169904275
h5287;46846;0.193498582
h5288;50870;0.230679617
h5289;54048;0.297532493
h5290;55906;0.367262724
h5291;57096;0.416023356
h5292;55822;0.440670353
h5293;53759;0.43717542
h5294;52066;0.423237796
h5295;50930;0.40127165
h5296;50251;0.348637116
h5297;50528;0.27120119
h5298;50441;0.18455773
h5299;49608;0.089885748
h5300;47701;0.036100272
h5301;47675;0.021559105
h5302;45674;0.016829015
h5303;42489;0.017741347
h5304;39827;0.019438869
h5305;37950;0.023972266
h5306;36563;0.031130261
h5307;36041;0.042947971
h5308;36086;0.055635869
h5309;36250;0.068857107
h5310;36524;0.09268902
h5311;38650;0.114373535
h5312;42002;0.148030148
h5313;45198;0.203974793
h5314;47728;0.272326629
h5315;49921;0.31352019
h5316;49604;0.339401255
h5317;48206;0.349436483
h5318;46972;0.343990793
h5319;46211;0.311934203
h5320;45973;0.271288018
h5321;46727;0.213294222
h5322;47929;0.159496975
h5323;48220;0.125026316
h5324;48087;0.119440273
h5325;48382;0.140872153
h5326;47062;0.15329338
h5327;43921;0.166542688
h5328;41462;0.162800163
h5329;39852;0.164680785
h5330;39008;0.163389612
h5331;39107;0.164175543
h5332;40564;0.157607399
h5333;44353;0.153874223
h5334;51262;0.146295595
h5335;57599;0.171122619
h5336;61724;0.2239625
h5337;63778;0.285489734
h5338;65472;0.331228159
h5339;66961;0.360981292
h5340;66099;0.364854813
h5341;65376;0.356953391
h5342;64104;0.347915176
h5343;62703;0.313137692
h5344;61158;0.278163726
h5345;60666;0.224874742
h5346;59964;0.160877437
h5347;58949;0.106844624
h5348;56831;0.073091659
h5349;55964;0.078214251
h5350;52195;0.090718987
h5351;47776;0.095041612
h5352;44791;0.099928442
h5353;42976;0.101387661
h5354;42029;0.109104685
h5355;42082;0.11286498
h5356;43110;0.114268075
h5357;46434;0.115629078
h5358;52706;0.119543713
h5359;58589;0.13938348
h5360;62195;0.182234008
h5361;63662;0.253637524
h5362;65567;0.339240364
h5363;67463;0.392179147
h5364;66708;0.417631295
h5365;65542;0.414754949
h5366;64007;0.410110704
h5367;62690;0.382960812
h5368;61450;0.323202986
h5369;61022;0.265521741
h5370;60534;0.181476337
h5371;59326;0.08870368
h5372;57376;0.053766609
h5373;56494;0.055744973
h5374;52616;0.066562838
h5375;47749;0.074504357
h5376;44491;0.075773731
h5377;42775;0.08569264
h5378;41738;0.073262437
h5379;41871;0.071326356
h5380;42859;0.069095654
h5381;45877;0.066121384
h5382;51992;0.065041107
h5383;57937;0.079140829
h5384;61757;0.09590617
h5385;63469;0.129029995
h5386;65046;0.172409439
h5387;66702;0.195263616
h5388;66093;0.204593283
h5389;65033;0.198911305
h5390;63753;0.184755465
h5391;62587;0.160203709
h5392;61222;0.134992564
h5393;61057;0.105390162
h5394;60838;0.077864138
h5395;59630;0.053803418
h5396;57643;0.045946856
h5397;56274;0.052428519
h5398;52385;0.054098039
h5399;47926;0.060467465
h5400;44872;0.0672764
h5401;42966;0.070923578
h5402;42020;0.075019639
h5403;42004;0.081304006
h5404;43069;0.088710582
h5405;46260;0.088963079
h5406;52430;0.091908877
h5407;58184;0.109920323
h5408;61892;0.140795085
h5409;63485;0.19297778
h5410;65236;0.241639547
h5411;66835;0.27414151
h5412;66141;0.296627763
h5413;64926;0.298703849
h5414;63451;0.281912804
h5415;62390;0.253703288
h5416;60963;0.211620469
h5417;60618;0.162355516
h5418;59861;0.101938615
h5419;58690;0.058958029
h5420;56922;0.040497699
h5421;56059;0.042770172
h5422;52007;0.042237123
h5423;47489;0.047259006
h5424;44442;0.051582962
h5425;42776;0.047811335
h5426;41769;0.042974117
h5427;41666;0.041193461
h5428;42456;0.036538515
