"","lon","lat"
"172",22.5,40.5
"173",23.125,40.5
"174",23.75,40.5
"175",-8.125,41
"176",-7.5,41
"177",-6.875,41
"178",-6.25,41
"179",-5.625,41
"180",-5,41
"181",-4.375,41
"182",-3.75,41
"183",-3.125,41
"184",-2.5,41
"185",-1.875,41
"186",-1.25,41
"187",-0.625,41
"188",0,41
"189",0.625,41
"190",9.375,41
"191",14.375,41
"192",15,41
"193",15.625,41
"194",16.25,41
"195",16.875,41
"196",20,41
"197",20.625,41
"198",21.25,41
"199",21.875,41
"200",22.5,41
"201",23.125,41
"202",23.75,41
"203",24.375,41
"204",25,41
"205",25.625,41
"206",26.25,41
"207",-8.75,41.5
"208",-8.125,41.5
"209",-7.5,41.5
"210",-6.875,41.5
"211",-6.25,41.5
"212",-5.625,41.5
"213",-5,41.5
"214",-4.375,41.5
"215",-3.75,41.5
"216",-3.125,41.5
"217",-2.5,41.5
"218",-1.875,41.5
"219",-1.25,41.5
"220",-0.625,41.5
"221",0,41.5
"222",0.625,41.5
"223",1.25,41.5
"224",1.875,41.5
"225",13.125,41.5
"226",13.75,41.5
"227",14.375,41.5
"228",15,41.5
"229",15.625,41.5
"230",20,41.5
"231",20.625,41.5
"232",21.25,41.5
"233",21.875,41.5
"234",22.5,41.5
"235",23.125,41.5
"236",23.75,41.5
"237",24.375,41.5
"238",25,41.5
"239",25.625,41.5
"240",26.25,41.5
"241",-8.75,42
"242",-8.125,42
"243",-7.5,42
"244",-6.875,42
"245",-6.25,42
"246",-5.625,42
"247",-5,42
"248",-4.375,42
"249",-3.75,42
"250",-3.125,42
"251",-2.5,42
"252",-1.875,42
"253",-1.25,42
"254",-0.625,42
"255",0,42
"256",0.625,42
"257",1.25,42
"258",1.875,42
"259",2.5,42
"260",3.125,42
"261",8.75,42
"262",9.375,42
"263",12.5,42
"264",13.125,42
"265",13.75,42
"266",14.375,42
"267",15,42
"268",19.375,42
"269",20,42
"270",21.25,42
"271",21.875,42
"272",22.5,42
"273",23.125,42
"274",23.75,42
"275",24.375,42
"276",25,42
"277",25.625,42
"278",26.25,42
"279",27.5,42
"280",-8.75,42.5
"281",-8.125,42.5
"282",-7.5,42.5
"283",-6.875,42.5
"284",-6.25,42.5
"285",-5.625,42.5
"286",-5,42.5
"287",-4.375,42.5
"288",-3.75,42.5
"289",-3.125,42.5
"290",-2.5,42.5
"291",-1.875,42.5
"292",-1.25,42.5
"293",-0.625,42.5
"294",0,42.5
"295",0.625,42.5
"296",1.25,42.5
"297",1.875,42.5
"298",2.5,42.5
"299",3.125,42.5
"300",8.75,42.5
"301",9.375,42.5
"302",11.25,42.5
"303",11.875,42.5
"304",12.5,42.5
"305",13.125,42.5
"306",13.75,42.5
"307",20,42.5
"308",23.125,42.5
"309",23.75,42.5
"310",24.375,42.5
"311",25,42.5
"312",25.625,42.5
"313",26.25,42.5
"314",26.875,42.5
"315",-8.75,43
"316",-8.125,43
"317",-7.5,43
"318",-6.875,43
"319",-6.25,43
"320",-5.625,43
"321",-5,43
"322",-4.375,43
"323",-3.75,43
"324",-3.125,43
"325",-2.5,43
"326",-1.875,43
"327",-1.25,43
"328",-0.625,43
"329",0,43
"330",0.625,43
"331",1.25,43
"332",1.875,43
"333",2.5,43
"334",9.375,43
"335",10.625,43
"336",11.25,43
"337",11.875,43
"338",12.5,43
"339",13.125,43
"340",13.75,43
"341",17.5,43
"342",18.125,43
"343",23.125,43
"344",23.75,43
"345",24.375,43
"346",25,43
"347",25.625,43
"348",26.25,43
"349",26.875,43
"350",27.5,43
"351",-8.125,43.5
"352",-7.5,43.5
"353",-6.875,43.5
"354",-6.25,43.5
"355",-5.625,43.5
"356",-1.25,43.5
"357",-0.625,43.5
"358",0,43.5
"359",0.625,43.5
"360",1.25,43.5
"361",1.875,43.5
"362",2.5,43.5
"363",3.125,43.5
"364",3.75,43.5
"365",4.375,43.5
"366",5,43.5
"367",5.625,43.5
"368",6.25,43.5
"369",6.875,43.5
"370",10.625,43.5
"371",11.25,43.5
"372",11.875,43.5
"373",12.5,43.5
"374",13.125,43.5
"375",16.875,43.5
"376",17.5,43.5
"377",18.125,43.5
"378",18.75,43.5
"379",23.125,43.5
"380",23.75,43.5
"381",24.375,43.5
"382",25,43.5
"383",25.625,43.5
"384",26.25,43.5
"385",26.875,43.5
"386",27.5,43.5
"387",28.125,43.5
"388",-1.25,44
"389",-0.625,44
"390",0,44
"391",0.625,44
"392",1.25,44
"393",1.875,44
"394",2.5,44
"395",3.125,44
"396",3.75,44
"397",4.375,44
"398",5,44
"399",5.625,44
"400",6.25,44
"401",6.875,44
"402",7.5,44
"403",8.125,44
"404",10.625,44
"405",11.25,44
"406",11.875,44
"407",12.5,44
"408",15.625,44
"409",16.25,44
"410",16.875,44
"411",17.5,44
"412",18.125,44
"413",18.75,44
"414",19.375,44
"415",22.5,44
"416",23.125,44
"417",23.75,44
"418",24.375,44
"419",25,44
"420",25.625,44
"421",26.25,44
"422",26.875,44
"423",27.5,44
"424",28.125,44
"425",-1.25,44.5
"426",-0.625,44.5
"427",0,44.5
"428",0.625,44.5
"429",1.25,44.5
"430",1.875,44.5
"431",2.5,44.5
"432",3.125,44.5
"433",3.75,44.5
"434",4.375,44.5
"435",5,44.5
"436",5.625,44.5
"437",6.25,44.5
"438",6.875,44.5
"439",7.5,44.5
"440",8.125,44.5
"441",8.75,44.5
"442",9.375,44.5
"443",10,44.5
"444",10.625,44.5
"445",11.25,44.5
"446",11.875,44.5
"447",15.625,44.5
